Specialty,Score Type,Total Questions,Difficulty,qwen2.5-14b-cpu,qwen3-8b-cpu,gemma3-12b-cpu,phi4-latest-cpu,phi4-14b-cpu,qwen2.5-7b-cpu,hf.co_mradermacher_MiniCPM4-8B-GGUF-latest-cpu,notus-latest-cpu,qwen2.5-1.5b-cpu,gemma2-9b-cpu,zephyr-7b-cpu,Elixpo_LlamaMedicine-latest-cpu,qwen2.5-3b-cpu,llama3.1-8b-cpu,mistral-nemo-12b-cpu,qwen2-7b-cpu,hf.co_unsloth_medgemma-4b-it-GGUF-latest-cpu,thewindmom_llama3-med42-8b-latest-cpu,llama3-8b-cpu,llava-phi3-latest-cpu,neural-chat-latest-cpu,qwen-7b-cpu,gemma3-4b-cpu,gemma2-2b-cpu,potaTOES33_healthmateai-latest-cpu,mistral-7b-instruct-cpu,dolphin-llama3-8b-cpu,minicpm-v-8b-cpu,glm4-9b-cpu,mistral-openorca-latest-cpu,llama3-chatqa-8b-cpu,llava-7b-cpu,dolphin3-8b-cpu,dolphin3-latest-cpu,qwen-4b-cpu,hf.co_mradermacher_JSL-MedMNX-7B-GGUF-latest-cpu,llama3.2-3b-cpu,gemma-7b-cpu,orca-mini-7b-cpu,dolphin-mistral-7b-cpu,qwen3-4b-cpu,qwen3-1.7b-cpu,qwen-1.8b-cpu,wizardlm2-7b-cpu,llama-pro-latest-cpu,hf.co_mradermacher_JSL-MedLlama-3-8B-v9-GGUF-latest-cpu,qwen2-1.5b-cpu,smollm2-360m-cpu,gemma3-1b-cpu,llama2-7b-cpu,phi3-3.8b-cpu,llama2-latest-cpu,stablelm-zephyr-3b-cpu,qwen2.5-0.5b-cpu,deepseek-r1-8b-cpu,qwen-0.5b-cpu,qwen3-0.6b-cpu,smollm2-1.7b-cpu,phi-latest-cpu,phi4-mini-3.8b-cpu,hf.co_mradermacher_DeepSeek-R1-Health-Risk-COT3-GGUF-latest-cpu,xwinlm-latest-cpu,deepseek-r1-7b-cpu,orca-mini-3b-cpu,qwen2-0.5b-cpu,orca-mini-latest-cpu,wizard-vicuna-uncensored-7b-cpu,medllama2-latest-cpu,mdubu_saaam_is_a_doctor-latest-cpu,gemma-2b-cpu,deepseek-r1-1.5b-cpu,llama3.2-1b-cpu,z-uo_llava-med-v1.5-mistral-7b_q8_0-latest-cpu,exaone-deep-7.8b-cpu,deepscaler-latest-cpu,tinyllama-latest-cpu,falcon-7b-cpu,smollm2-135m-cpu,hf.co_mradermacher_Qwen3_4B_healthcare_exercise_model-i1-GGUF-latest-cpu,moondream-v2-cpu,moondream-1.8b-cpu,hf.co_unsloth_DeepSeek-R1-0528-Qwen3-8B-GGUF-latest-cpu,exaone-deep-2.4b-cpu,monotykamary_medichat-llama3-latest-cpu,tinydolphin-latest-cpu,hf.co_mradermacher_medgemma-4b-pt-GGUF-latest-cpu,taozhiyuai_openbiollm-llama-3-8b_q8_0-cpu,mistral-7b-text-cpu,everythinglm-latest-cpu,meditron-latest-cpu,phi3.5-3.8b-cpu,meditron-7b-cpu,hf.co_mradermacher_JSL-Med-Phi-3.5-Mini-v3-GGUF-latest-cpu
Pathology Immunology/Cancer,General,20,Easy,95.0%,97.5%,100.0%,100.0%,100.0%,95.0%,100.0%,0.0%,95.0%,100.0%,0.0%,100.0%,85.0%,95.0%,100.0%,100.0%,100.0%,100.0%,90.0%,95.0%,95.0%,0.0%,85.0%,90.0%,0.0%,90.0%,85.0%,0.0%,90.0%,82.5%,85.0%,85.0%,90.0%,95.0%,0.0%,85.0%,95.0%,90.0%,0.0%,75.0%,95.0%,95.0%,0.0%,0.0%,90.0%,90.0%,80.0%,70.0%,75.0%,75.0%,95.0%,75.0%,90.0%,60.0%,85.0%,0.0%,90.0%,55.0%,0.0%,0.0%,70.0%,0.0%,85.0%,65.0%,35.0%,45.0%,0.0%,65.0%,65.0%,45.0%,50.0%,30.0%,0.0%,0.0%,0.0%,35.0%,40.0%,20.0%,35.0%,5.0%,5.0%,0.0%,0.0%,40.0%,15.0%,10.0%,0.0%,20.0%,0.0%,15.0%,0.0%,0.0%,0.0%
Pathology Immunology/Cancer,Vital,5,Easy,100.0%,90.0%,100.0%,100.0%,100.0%,80.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,80.0%,100.0%,100.0%,100.0%,100.0%,60.0%,100.0%,80.0%,0.0%,40.0%,60.0%,0.0%,60.0%,40.0%,0.0%,60.0%,30.0%,40.0%,40.0%,60.0%,80.0%,0.0%,60.0%,100.0%,60.0%,0.0%,20.0%,80.0%,80.0%,0.0%,0.0%,100.0%,100.0%,40.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,60.0%,0.0%,60.0%,40.0%,0.0%,0.0%,60.0%,0.0%,60.0%,0.0%,80.0%,0.0%,0.0%,0.0%,80.0%,100.0%,20.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.0%,20.0%,20.0%,20.0%,0.0%,0.0%,40.0%,0.0%,0.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Immunology/Cancer,General,8,Mid,0.0%,0.0%,37.5%,0.0%,0.0%,12.5%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,25.0%,12.5%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,62.5%,0.0%,0.0%,0.0%,0.0%,12.5%,62.5%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,25.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Immunology/Cancer,Vital,8,Mid,0.0%,0.0%,37.5%,0.0%,0.0%,12.5%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,25.0%,12.5%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,62.5%,0.0%,0.0%,0.0%,0.0%,12.5%,62.5%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,25.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Microbiology,General,28,All,70.8%,90.0%,71.4%,71.4%,71.4%,67.9%,71.4%,0.0%,57.1%,71.4%,0.0%,71.4%,53.6%,64.3%,67.9%,64.3%,67.9%,64.3%,67.9%,57.1%,46.4%,0.0%,67.9%,71.4%,0.0%,60.7%,67.9%,0.0%,67.9%,64.9%,64.3%,60.7%,64.3%,64.3%,0.0%,42.9%,57.1%,53.6%,0.0%,64.3%,60.7%,46.4%,0.0%,0.0%,35.7%,28.6%,46.4%,64.3%,60.7%,60.7%,50.0%,60.7%,17.9%,50.0%,46.4%,0.0%,60.7%,25.0%,0.0%,0.0%,32.1%,0.0%,42.9%,50.0%,35.7%,60.7%,0.0%,42.9%,50.0%,10.7%,14.3%,25.0%,0.0%,0.0%,0.0%,39.3%,25.0%,28.6%,28.6%,17.9%,17.9%,0.0%,0.0%,21.4%,17.9%,21.4%,0.0%,10.7%,0.0%,7.1%,0.0%,7.1%,0.0%
Pathology Microbiology,Vital,11,All,78.6%,100.0%,45.5%,27.3%,27.3%,36.4%,45.5%,0.0%,72.7%,27.3%,0.0%,36.4%,63.6%,27.3%,27.3%,27.3%,27.3%,27.3%,27.3%,45.5%,27.3%,0.0%,27.3%,27.3%,0.0%,18.2%,27.3%,0.0%,18.2%,16.7%,18.2%,27.3%,9.1%,9.1%,0.0%,36.4%,27.3%,9.1%,0.0%,45.5%,27.3%,9.1%,0.0%,0.0%,18.2%,27.3%,18.2%,27.3%,0.0%,0.0%,27.3%,0.0%,27.3%,81.8%,18.2%,0.0%,18.2%,36.4%,0.0%,0.0%,18.2%,0.0%,18.2%,0.0%,72.7%,27.3%,0.0%,0.0%,18.2%,27.3%,9.1%,36.4%,0.0%,0.0%,0.0%,9.1%,9.1%,18.2%,9.1%,9.1%,9.1%,0.0%,0.0%,9.1%,9.1%,0.0%,0.0%,9.1%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Microbiology,General,20,Easy,72.5%,90.0%,85.0%,100.0%,100.0%,90.0%,85.0%,0.0%,55.0%,100.0%,0.0%,95.0%,50.0%,90.0%,95.0%,90.0%,95.0%,90.0%,95.0%,65.0%,65.0%,0.0%,95.0%,100.0%,0.0%,85.0%,90.0%,0.0%,95.0%,82.8%,85.0%,85.0%,90.0%,90.0%,0.0%,50.0%,80.0%,75.0%,0.0%,75.0%,85.0%,65.0%,0.0%,0.0%,45.0%,40.0%,60.0%,75.0%,85.0%,85.0%,70.0%,85.0%,25.0%,40.0%,65.0%,0.0%,85.0%,30.0%,0.0%,0.0%,45.0%,0.0%,60.0%,70.0%,25.0%,70.0%,0.0%,60.0%,70.0%,15.0%,20.0%,25.0%,0.0%,0.0%,0.0%,55.0%,30.0%,40.0%,40.0%,25.0%,25.0%,0.0%,0.0%,30.0%,20.0%,30.0%,0.0%,10.0%,0.0%,10.0%,0.0%,10.0%,0.0%
Pathology Microbiology,Vital,3,Easy,100.0%,100.0%,66.7%,100.0%,100.0%,100.0%,66.7%,0.0%,100.0%,100.0%,0.0%,100.0%,66.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,66.7%,100.0%,0.0%,100.0%,100.0%,0.0%,66.7%,66.7%,0.0%,66.7%,50.0%,33.3%,100.0%,33.3%,33.3%,0.0%,66.7%,100.0%,33.3%,0.0%,66.7%,100.0%,33.3%,0.0%,0.0%,33.3%,100.0%,33.3%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,66.7%,0.0%,66.7%,100.0%,0.0%,0.0%,66.7%,0.0%,66.7%,0.0%,100.0%,0.0%,0.0%,0.0%,66.7%,100.0%,33.3%,66.7%,0.0%,0.0%,0.0%,33.3%,0.0%,66.7%,33.3%,33.3%,33.3%,0.0%,0.0%,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Microbiology,General,8,Mid,62.5%,0.0%,37.5%,0.0%,0.0%,12.5%,37.5%,0.0%,62.5%,0.0%,0.0%,12.5%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Microbiology,Vital,8,Mid,62.5%,0.0%,37.5%,0.0%,0.0%,12.5%,37.5%,0.0%,62.5%,0.0%,0.0%,12.5%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Virology,General,28,All,87.5%,95.0%,85.7%,71.4%,71.4%,71.4%,71.4%,0.0%,82.1%,67.9%,0.0%,75.0%,60.7%,71.4%,71.4%,64.3%,67.9%,71.4%,71.4%,70.8%,67.9%,0.0%,67.9%,64.3%,0.0%,67.9%,71.4%,0.0%,64.3%,75.0%,64.3%,71.4%,64.3%,46.4%,0.0%,57.1%,71.4%,64.3%,0.0%,67.9%,67.9%,71.4%,0.0%,0.0%,57.1%,57.1%,64.3%,64.3%,60.7%,60.7%,60.7%,60.7%,42.9%,60.7%,60.7%,0.0%,64.3%,25.0%,0.0%,0.0%,60.7%,0.0%,50.0%,50.0%,28.6%,50.0%,0.0%,57.1%,46.4%,10.7%,39.3%,25.0%,0.0%,0.0%,0.0%,25.0%,25.0%,28.6%,32.1%,10.7%,10.7%,0.0%,0.0%,39.3%,14.3%,25.0%,0.0%,10.7%,0.0%,0.0%,0.0%,3.6%,0.0%
Pathology Virology,Vital,11,All,71.4%,100.0%,63.6%,27.3%,27.3%,36.4%,27.3%,0.0%,63.6%,18.2%,0.0%,36.4%,45.5%,27.3%,27.3%,18.2%,18.2%,27.3%,27.3%,28.6%,18.2%,0.0%,18.2%,18.2%,0.0%,18.2%,36.4%,0.0%,18.2%,14.3%,9.1%,27.3%,9.1%,9.1%,0.0%,36.4%,27.3%,18.2%,0.0%,27.3%,27.3%,27.3%,0.0%,0.0%,18.2%,54.5%,18.2%,9.1%,0.0%,0.0%,27.3%,0.0%,18.2%,63.6%,18.2%,0.0%,9.1%,36.4%,0.0%,0.0%,9.1%,0.0%,18.2%,18.2%,36.4%,0.0%,0.0%,0.0%,0.0%,18.2%,9.1%,36.4%,0.0%,0.0%,0.0%,18.2%,9.1%,18.2%,0.0%,9.1%,9.1%,0.0%,0.0%,27.3%,0.0%,9.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Virology,General,20,Easy,95.0%,95.0%,100.0%,100.0%,100.0%,95.0%,95.0%,0.0%,90.0%,95.0%,0.0%,100.0%,75.0%,100.0%,100.0%,90.0%,95.0%,100.0%,100.0%,80.0%,95.0%,0.0%,95.0%,90.0%,0.0%,95.0%,90.0%,0.0%,90.0%,90.0%,90.0%,90.0%,90.0%,65.0%,0.0%,75.0%,100.0%,90.0%,0.0%,85.0%,95.0%,100.0%,0.0%,0.0%,80.0%,65.0%,85.0%,85.0%,85.0%,85.0%,85.0%,85.0%,60.0%,60.0%,85.0%,0.0%,85.0%,20.0%,0.0%,0.0%,85.0%,0.0%,70.0%,60.0%,30.0%,70.0%,0.0%,80.0%,65.0%,15.0%,55.0%,25.0%,0.0%,0.0%,0.0%,35.0%,30.0%,35.0%,45.0%,15.0%,15.0%,0.0%,0.0%,55.0%,20.0%,35.0%,0.0%,15.0%,0.0%,0.0%,0.0%,5.0%,0.0%
Pathology Virology,Vital,3,Easy,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,66.7%,0.0%,66.7%,66.7%,0.0%,100.0%,100.0%,100.0%,100.0%,66.7%,66.7%,100.0%,100.0%,33.3%,66.7%,0.0%,66.7%,66.7%,0.0%,66.7%,66.7%,0.0%,66.7%,33.3%,33.3%,33.3%,33.3%,33.3%,0.0%,100.0%,100.0%,66.7%,0.0%,33.3%,100.0%,100.0%,0.0%,0.0%,66.7%,100.0%,33.3%,0.0%,0.0%,0.0%,100.0%,0.0%,66.7%,66.7%,66.7%,0.0%,0.0%,33.3%,0.0%,0.0%,33.3%,0.0%,66.7%,0.0%,66.7%,0.0%,0.0%,0.0%,0.0%,66.7%,33.3%,66.7%,0.0%,0.0%,0.0%,66.7%,0.0%,33.3%,0.0%,33.3%,33.3%,0.0%,0.0%,100.0%,0.0%,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Virology,General,8,Mid,50.0%,0.0%,50.0%,0.0%,0.0%,12.5%,12.5%,0.0%,62.5%,0.0%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,12.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Virology,Vital,8,Mid,50.0%,0.0%,50.0%,0.0%,0.0%,12.5%,12.5%,0.0%,62.5%,0.0%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,12.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pediatrics,General,28,All,85.4%,95.0%,71.4%,71.4%,71.4%,67.9%,67.9%,0.0%,78.6%,71.4%,0.0%,67.9%,57.1%,67.9%,71.4%,64.3%,64.3%,71.4%,64.3%,71.4%,57.1%,0.0%,64.3%,57.1%,0.0%,60.7%,57.1%,0.0%,67.9%,60.7%,57.1%,50.0%,53.6%,57.1%,0.0%,57.1%,57.1%,60.7%,0.0%,64.3%,64.3%,57.1%,0.0%,0.0%,50.0%,53.6%,46.4%,67.9%,53.6%,53.6%,64.3%,53.6%,39.3%,35.7%,50.0%,0.0%,53.6%,39.3%,0.0%,46.4%,53.6%,0.0%,57.1%,42.9%,50.0%,50.0%,0.0%,46.4%,46.4%,17.9%,42.9%,25.0%,0.0%,0.0%,0.0%,42.9%,35.7%,21.4%,25.0%,3.6%,3.6%,0.0%,0.0%,10.7%,10.7%,10.7%,0.0%,10.7%,0.0%,14.3%,0.0%,3.6%,0.0%
Pediatrics,Vital,13,All,83.3%,80.0%,46.2%,38.5%,38.5%,38.5%,38.5%,0.0%,69.2%,38.5%,0.0%,30.8%,69.2%,30.8%,38.5%,23.1%,23.1%,38.5%,23.1%,61.5%,23.1%,0.0%,23.1%,15.4%,0.0%,15.4%,7.7%,0.0%,30.8%,15.4%,15.4%,0.0%,0.0%,7.7%,0.0%,23.1%,38.5%,15.4%,0.0%,30.8%,38.5%,30.8%,0.0%,0.0%,23.1%,38.5%,23.1%,30.8%,0.0%,0.0%,30.8%,0.0%,15.4%,69.2%,15.4%,0.0%,15.4%,46.2%,0.0%,15.4%,23.1%,0.0%,15.4%,15.4%,76.9%,23.1%,0.0%,7.7%,0.0%,38.5%,7.7%,46.2%,0.0%,0.0%,0.0%,7.7%,7.7%,7.7%,15.4%,7.7%,7.7%,0.0%,0.0%,0.0%,7.7%,0.0%,0.0%,0.0%,0.0%,7.7%,0.0%,0.0%,0.0%
Pediatrics,General,20,Easy,90.0%,95.0%,90.0%,100.0%,100.0%,95.0%,95.0%,0.0%,85.0%,100.0%,0.0%,95.0%,55.0%,90.0%,100.0%,90.0%,90.0%,100.0%,90.0%,80.0%,80.0%,0.0%,90.0%,80.0%,0.0%,85.0%,80.0%,0.0%,95.0%,85.0%,75.0%,70.0%,75.0%,80.0%,0.0%,75.0%,70.0%,85.0%,0.0%,80.0%,90.0%,80.0%,0.0%,0.0%,65.0%,75.0%,60.0%,85.0%,75.0%,75.0%,90.0%,75.0%,55.0%,25.0%,70.0%,0.0%,75.0%,40.0%,0.0%,65.0%,75.0%,0.0%,80.0%,50.0%,45.0%,55.0%,0.0%,65.0%,65.0%,25.0%,60.0%,25.0%,0.0%,0.0%,0.0%,60.0%,50.0%,25.0%,35.0%,5.0%,5.0%,0.0%,0.0%,15.0%,15.0%,15.0%,0.0%,15.0%,0.0%,20.0%,0.0%,5.0%,0.0%
Pediatrics,Vital,5,Easy,100.0%,80.0%,80.0%,100.0%,100.0%,100.0%,100.0%,0.0%,80.0%,100.0%,0.0%,80.0%,80.0%,60.0%,100.0%,60.0%,60.0%,100.0%,60.0%,80.0%,60.0%,0.0%,60.0%,40.0%,0.0%,40.0%,20.0%,0.0%,80.0%,40.0%,20.0%,0.0%,0.0%,20.0%,0.0%,40.0%,60.0%,40.0%,0.0%,40.0%,100.0%,80.0%,0.0%,0.0%,40.0%,100.0%,40.0%,40.0%,0.0%,0.0%,80.0%,0.0%,40.0%,80.0%,40.0%,0.0%,40.0%,60.0%,0.0%,40.0%,60.0%,0.0%,40.0%,0.0%,100.0%,0.0%,0.0%,20.0%,0.0%,100.0%,20.0%,80.0%,0.0%,0.0%,0.0%,20.0%,20.0%,0.0%,40.0%,20.0%,20.0%,0.0%,0.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%,20.0%,0.0%,0.0%,0.0%
Pediatrics,General,8,Mid,62.5%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,62.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,25.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,62.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pediatrics,Vital,8,Mid,62.5%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,62.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,25.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,62.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Psychiatry,General,28,All,87.5%,97.5%,96.4%,71.4%,75.0%,75.0%,75.0%,0.0%,82.1%,64.3%,0.0%,67.9%,85.7%,71.4%,71.4%,64.3%,67.9%,67.9%,71.4%,67.9%,71.4%,0.0%,67.9%,67.9%,0.0%,64.3%,67.9%,0.0%,60.7%,57.1%,64.3%,67.9%,75.0%,64.3%,0.0%,67.9%,57.1%,64.3%,0.0%,46.4%,64.3%,64.3%,0.0%,0.0%,50.0%,46.4%,75.0%,57.1%,57.1%,50.0%,64.3%,50.0%,53.6%,53.6%,64.3%,0.0%,57.1%,53.6%,0.0%,67.9%,64.3%,0.0%,57.1%,57.1%,53.6%,42.9%,0.0%,46.4%,32.1%,32.1%,46.4%,21.4%,0.0%,0.0%,0.0%,35.7%,21.4%,21.4%,28.6%,35.7%,35.7%,0.0%,0.0%,25.0%,21.4%,21.4%,0.0%,17.9%,0.0%,0.0%,0.0%,7.1%,0.0%
Psychiatry,Vital,14,All,80.0%,91.7%,92.9%,42.9%,50.0%,50.0%,50.0%,0.0%,85.7%,28.6%,0.0%,35.7%,100.0%,42.9%,42.9%,35.7%,35.7%,50.0%,42.9%,50.0%,42.9%,0.0%,35.7%,35.7%,0.0%,28.6%,42.9%,0.0%,21.4%,14.3%,28.6%,35.7%,50.0%,28.6%,0.0%,35.7%,50.0%,28.6%,0.0%,0.0%,35.7%,42.9%,0.0%,0.0%,21.4%,35.7%,64.3%,21.4%,14.3%,0.0%,28.6%,0.0%,35.7%,50.0%,35.7%,0.0%,21.4%,42.9%,0.0%,42.9%,35.7%,0.0%,28.6%,21.4%,71.4%,0.0%,0.0%,0.0%,0.0%,35.7%,28.6%,42.9%,0.0%,0.0%,0.0%,0.0%,21.4%,14.3%,7.1%,35.7%,35.7%,0.0%,0.0%,0.0%,14.3%,7.1%,0.0%,7.1%,0.0%,0.0%,0.0%,0.0%,0.0%
Psychiatry,General,20,Easy,95.0%,97.5%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,80.0%,90.0%,0.0%,95.0%,80.0%,95.0%,100.0%,90.0%,95.0%,90.0%,100.0%,80.0%,95.0%,0.0%,95.0%,95.0%,0.0%,90.0%,90.0%,0.0%,80.0%,80.0%,85.0%,90.0%,100.0%,90.0%,0.0%,95.0%,75.0%,90.0%,0.0%,65.0%,90.0%,90.0%,0.0%,0.0%,70.0%,65.0%,80.0%,65.0%,80.0%,70.0%,90.0%,70.0%,75.0%,55.0%,90.0%,0.0%,80.0%,65.0%,0.0%,95.0%,90.0%,0.0%,80.0%,65.0%,50.0%,60.0%,0.0%,65.0%,45.0%,45.0%,65.0%,25.0%,0.0%,0.0%,0.0%,50.0%,20.0%,20.0%,35.0%,50.0%,50.0%,0.0%,0.0%,35.0%,20.0%,30.0%,0.0%,20.0%,0.0%,0.0%,0.0%,10.0%,0.0%
