Specialty,Score Type,Total Questions,Difficulty,phi4-latest-cpu,qwen2.5-14b-cpu,qwen2.5-7b-cpu,qwen3-8b-cpu,llama3.1-8b-cpu,hf.co_unsloth_medgemma-4b-it-GGUF-latest-cpu,Elixpo_LlamaMedicine-latest-cpu,gemma3-12b-cpu,dolphin3-latest-cpu,qwen3-4b-cpu,phi4-14b-cpu,qwen3-1.7b-cpu,notus-latest-cpu,gemma2-9b-cpu,zephyr-7b-cpu,qwen2.5-1.5b-cpu,mistral-nemo-12b-cpu,llama-pro-latest-cpu,qwen2-7b-cpu,thewindmom_llama3-med42-8b-latest-cpu,llama3-8b-cpu,llava-phi3-latest-cpu,neural-chat-latest-cpu,qwen-7b-cpu,qwen2.5-3b-cpu,gemma3-4b-cpu,gemma2-2b-cpu,potaTOES33_healthmateai-latest-cpu,mistral-7b-instruct-cpu,dolphin-llama3-8b-cpu,minicpm-v-8b-cpu,glm4-9b-cpu,mistral-openorca-latest-cpu,llama3-chatqa-8b-cpu,llava-7b-cpu,dolphin3-8b-cpu,qwen-4b-cpu,llama3.2-3b-cpu,gemma-7b-cpu,orca-mini-7b-cpu,dolphin-mistral-7b-cpu,deepseek-r1-8b-cpu,qwen-1.8b-cpu,wizardlm2-7b-cpu,qwen2-1.5b-cpu,smollm2-360m-cpu,gemma3-1b-cpu,orca-mini-3b-cpu,llama2-7b-cpu,phi3-3.8b-cpu,llama2-latest-cpu,stablelm-zephyr-3b-cpu,qwen-0.5b-cpu,qwen3-0.6b-cpu,smollm2-1.7b-cpu,phi-latest-cpu,phi4-mini-3.8b-cpu,qwen2.5-0.5b-cpu,xwinlm-latest-cpu,deepseek-r1-7b-cpu,qwen2-0.5b-cpu,orca-mini-latest-cpu,wizard-vicuna-uncensored-7b-cpu,medllama2-latest-cpu,mdubu_saaam_is_a_doctor-latest-cpu,gemma-2b-cpu,deepseek-r1-1.5b-cpu,llama3.2-1b-cpu,z-uo_llava-med-v1.5-mistral-7b_q8_0-latest-cpu,exaone-deep-7.8b-cpu,deepscaler-latest-cpu,tinyllama-latest-cpu,moondream-v2-cpu,moondream-1.8b-cpu,falcon-7b-cpu,smollm2-135m-cpu,hf.co_unsloth_DeepSeek-R1-0528-Qwen3-8B-GGUF-latest-cpu,exaone-deep-2.4b-cpu,monotykamary_medichat-llama3-latest-cpu,tinydolphin-latest-cpu,taozhiyuai_openbiollm-llama-3-8b_q8_0-cpu,mistral-7b-text-cpu,everythinglm-latest-cpu,meditron-latest-cpu,phi3.5-3.8b-cpu,meditron-7b-cpu
Pediatrics,Vital,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Psychiatry,General,28,All,100.0%,95.0%,100.0%,97.5%,95.0%,95.0%,95.0%,96.4%,90.0%,90.0%,75.0%,90.0%,0.0%,64.3%,0.0%,80.0%,71.4%,70.0%,64.3%,67.9%,71.4%,67.9%,71.4%,0.0%,80.0%,67.9%,67.9%,0.0%,64.3%,67.9%,0.0%,60.7%,57.1%,64.3%,67.9%,75.0%,0.0%,57.1%,64.3%,0.0%,46.4%,90.0%,0.0%,0.0%,75.0%,57.1%,57.1%,65.0%,50.0%,64.3%,50.0%,53.6%,0.0%,57.1%,53.6%,0.0%,67.9%,55.0%,0.0%,57.1%,53.6%,42.9%,0.0%,46.4%,32.1%,32.1%,46.4%,21.4%,0.0%,0.0%,0.0%,35.7%,50.0%,50.0%,21.4%,21.4%,0.0%,0.0%,25.0%,21.4%,0.0%,17.9%,0.0%,0.0%,0.0%,7.1%
Psychiatry,Vital,14,All,100.0%,100.0%,100.0%,91.7%,83.3%,83.3%,83.3%,92.9%,66.7%,83.3%,50.0%,100.0%,0.0%,28.6%,0.0%,83.3%,42.9%,50.0%,35.7%,50.0%,42.9%,50.0%,42.9%,0.0%,100.0%,35.7%,35.7%,0.0%,28.6%,42.9%,0.0%,21.4%,14.3%,28.6%,35.7%,50.0%,0.0%,50.0%,28.6%,0.0%,0.0%,83.3%,0.0%,0.0%,64.3%,21.4%,14.3%,0.0%,0.0%,28.6%,0.0%,35.7%,0.0%,21.4%,42.9%,0.0%,42.9%,50.0%,0.0%,28.6%,71.4%,0.0%,0.0%,0.0%,0.0%,35.7%,28.6%,42.9%,0.0%,0.0%,0.0%,0.0%,83.3%,83.3%,21.4%,14.3%,0.0%,0.0%,0.0%,14.3%,0.0%,7.1%,0.0%,0.0%,0.0%,0.0%
Psychiatry,General,20,Easy,100.0%,95.0%,100.0%,97.5%,95.0%,95.0%,95.0%,100.0%,90.0%,90.0%,100.0%,90.0%,0.0%,90.0%,0.0%,80.0%,100.0%,70.0%,90.0%,90.0%,100.0%,80.0%,95.0%,0.0%,80.0%,95.0%,95.0%,0.0%,90.0%,90.0%,0.0%,80.0%,80.0%,85.0%,90.0%,100.0%,0.0%,75.0%,90.0%,0.0%,65.0%,90.0%,0.0%,0.0%,80.0%,65.0%,80.0%,65.0%,70.0%,90.0%,70.0%,75.0%,0.0%,80.0%,65.0%,0.0%,95.0%,55.0%,0.0%,80.0%,50.0%,60.0%,0.0%,65.0%,45.0%,45.0%,65.0%,25.0%,0.0%,0.0%,0.0%,50.0%,50.0%,50.0%,20.0%,20.0%,0.0%,0.0%,35.0%,20.0%,0.0%,20.0%,0.0%,0.0%,0.0%,10.0%
Psychiatry,Vital,6,Easy,100.0%,100.0%,100.0%,91.7%,83.3%,83.3%,83.3%,100.0%,66.7%,83.3%,100.0%,100.0%,0.0%,66.7%,0.0%,83.3%,100.0%,50.0%,83.3%,100.0%,100.0%,66.7%,83.3%,0.0%,100.0%,83.3%,83.3%,0.0%,66.7%,83.3%,0.0%,33.3%,33.3%,50.0%,66.7%,100.0%,0.0%,100.0%,66.7%,0.0%,0.0%,83.3%,0.0%,0.0%,66.7%,0.0%,33.3%,0.0%,0.0%,66.7%,0.0%,83.3%,0.0%,50.0%,66.7%,0.0%,100.0%,50.0%,0.0%,66.7%,83.3%,0.0%,0.0%,0.0%,0.0%,83.3%,66.7%,83.3%,0.0%,0.0%,0.0%,0.0%,83.3%,83.3%,16.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Psychiatry,General,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,87.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,37.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,12.5%,12.5%,12.5%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,25.0%,0.0%,0.0%,0.0%,25.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%
Psychiatry,Vital,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,87.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,37.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,12.5%,12.5%,12.5%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,25.0%,0.0%,0.0%,0.0%,25.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%
Pulmonology,General,28,All,100.0%,90.0%,90.0%,100.0%,100.0%,95.0%,95.0%,71.4%,80.0%,100.0%,71.4%,95.0%,0.0%,71.4%,0.0%,70.0%,64.3%,75.0%,67.9%,64.3%,71.4%,67.9%,64.3%,0.0%,60.0%,64.3%,67.9%,0.0%,67.9%,60.7%,0.0%,64.3%,57.1%,64.3%,64.3%,60.7%,0.0%,60.7%,64.3%,0.0%,75.0%,80.0%,0.0%,0.0%,46.4%,50.0%,46.4%,30.0%,46.4%,64.3%,46.4%,39.3%,0.0%,57.1%,57.1%,0.0%,64.3%,50.0%,0.0%,57.1%,50.0%,25.0%,0.0%,39.3%,39.3%,25.0%,32.1%,35.7%,0.0%,0.0%,0.0%,39.3%,50.0%,50.0%,32.1%,17.9%,0.0%,0.0%,17.9%,21.4%,0.0%,10.7%,0.0%,0.0%,0.0%,3.6%
Pulmonology,Vital,15,All,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,85.7%,60.0%,71.4%,100.0%,46.7%,100.0%,0.0%,46.7%,0.0%,100.0%,40.0%,42.9%,46.7%,46.7%,46.7%,53.3%,40.0%,0.0%,100.0%,40.0%,40.0%,0.0%,40.0%,26.7%,0.0%,33.3%,26.7%,40.0%,33.3%,40.0%,0.0%,46.7%,33.3%,0.0%,60.0%,57.1%,0.0%,0.0%,26.7%,13.3%,0.0%,0.0%,0.0%,46.7%,0.0%,26.7%,0.0%,20.0%,53.3%,0.0%,46.7%,71.4%,0.0%,40.0%,73.3%,6.7%,0.0%,0.0%,0.0%,40.0%,20.0%,53.3%,0.0%,0.0%,0.0%,20.0%,71.4%,71.4%,20.0%,20.0%,0.0%,0.0%,13.3%,13.3%,0.0%,6.7%,0.0%,0.0%,0.0%,6.7%
Pulmonology,General,20,Easy,100.0%,90.0%,90.0%,100.0%,100.0%,95.0%,95.0%,90.0%,80.0%,100.0%,100.0%,95.0%,0.0%,100.0%,0.0%,70.0%,90.0%,75.0%,95.0%,90.0%,100.0%,90.0%,90.0%,0.0%,60.0%,90.0%,95.0%,0.0%,95.0%,85.0%,0.0%,90.0%,80.0%,80.0%,90.0%,80.0%,0.0%,85.0%,90.0%,0.0%,90.0%,80.0%,0.0%,0.0%,65.0%,60.0%,65.0%,30.0%,65.0%,90.0%,65.0%,55.0%,0.0%,80.0%,55.0%,0.0%,90.0%,50.0%,0.0%,80.0%,50.0%,30.0%,0.0%,55.0%,55.0%,35.0%,45.0%,40.0%,0.0%,0.0%,0.0%,55.0%,50.0%,50.0%,35.0%,15.0%,0.0%,0.0%,25.0%,25.0%,0.0%,10.0%,0.0%,0.0%,0.0%,5.0%
Pulmonology,Vital,7,Easy,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,85.7%,100.0%,71.4%,100.0%,100.0%,100.0%,0.0%,100.0%,0.0%,100.0%,85.7%,42.9%,100.0%,100.0%,100.0%,100.0%,85.7%,0.0%,100.0%,85.7%,85.7%,0.0%,85.7%,57.1%,0.0%,71.4%,57.1%,57.1%,71.4%,71.4%,0.0%,100.0%,71.4%,0.0%,85.7%,57.1%,0.0%,0.0%,57.1%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,57.1%,0.0%,42.9%,42.9%,0.0%,100.0%,71.4%,0.0%,85.7%,100.0%,0.0%,0.0%,0.0%,0.0%,85.7%,42.9%,85.7%,0.0%,0.0%,0.0%,42.9%,71.4%,71.4%,14.3%,14.3%,0.0%,0.0%,28.6%,14.3%,0.0%,0.0%,0.0%,0.0%,0.0%,14.3%
Pulmonology,General,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,25.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%
Pulmonology,Vital,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,25.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%
Rheumatology,General,28,All,95.0%,95.0%,90.0%,97.5%,85.0%,95.0%,90.0%,78.6%,75.0%,85.0%,67.9%,95.0%,0.0%,60.7%,0.0%,85.0%,64.3%,65.0%,60.7%,67.9%,67.9%,67.9%,60.7%,0.0%,85.0%,57.1%,57.1%,0.0%,50.0%,71.4%,0.0%,53.6%,53.6%,64.3%,53.6%,53.6%,0.0%,64.3%,57.1%,0.0%,60.7%,80.0%,0.0%,0.0%,53.6%,39.3%,39.3%,45.0%,39.3%,64.3%,39.3%,60.7%,0.0%,53.6%,57.1%,0.0%,71.4%,45.0%,0.0%,46.4%,42.9%,39.3%,0.0%,39.3%,42.9%,32.1%,28.6%,35.7%,0.0%,0.0%,0.0%,28.6%,25.0%,25.0%,28.6%,14.3%,0.0%,0.0%,28.6%,10.7%,0.0%,3.6%,0.0%,0.0%,0.0%,0.0%
Rheumatology,Vital,17,All,88.9%,88.9%,88.9%,94.4%,66.7%,88.9%,77.8%,64.7%,44.4%,77.8%,47.1%,88.9%,0.0%,35.3%,0.0%,88.9%,41.2%,55.6%,35.3%,52.9%,47.1%,47.1%,35.3%,0.0%,88.9%,29.4%,29.4%,0.0%,17.6%,52.9%,0.0%,23.5%,23.5%,41.2%,29.4%,23.5%,0.0%,47.1%,29.4%,0.0%,35.3%,55.6%,0.0%,0.0%,47.1%,11.8%,0.0%,0.0%,0.0%,41.2%,0.0%,41.2%,0.0%,23.5%,58.8%,0.0%,52.9%,77.8%,0.0%,29.4%,70.6%,11.8%,0.0%,11.8%,17.6%,52.9%,11.8%,52.9%,0.0%,0.0%,0.0%,5.9%,44.4%,44.4%,11.8%,5.9%,0.0%,0.0%,11.8%,5.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Rheumatology,General,20,Easy,95.0%,95.0%,90.0%,97.5%,85.0%,95.0%,90.0%,90.0%,75.0%,85.0%,95.0%,95.0%,0.0%,85.0%,0.0%,85.0%,90.0%,65.0%,85.0%,90.0%,90.0%,70.0%,85.0%,0.0%,85.0%,80.0%,80.0%,0.0%,70.0%,90.0%,0.0%,75.0%,70.0%,75.0%,65.0%,75.0%,0.0%,90.0%,80.0%,0.0%,80.0%,80.0%,0.0%,0.0%,70.0%,45.0%,55.0%,45.0%,55.0%,90.0%,55.0%,85.0%,0.0%,75.0%,70.0%,0.0%,100.0%,45.0%,0.0%,65.0%,45.0%,45.0%,0.0%,55.0%,60.0%,45.0%,40.0%,50.0%,0.0%,0.0%,0.0%,40.0%,25.0%,25.0%,30.0%,15.0%,0.0%,0.0%,35.0%,10.0%,0.0%,5.0%,0.0%,0.0%,0.0%,0.0%
Rheumatology,Vital,9,Easy,88.9%,88.9%,88.9%,94.4%,66.7%,88.9%,77.8%,77.8%,44.4%,77.8%,88.9%,88.9%,0.0%,66.7%,0.0%,88.9%,77.8%,55.6%,66.7%,88.9%,77.8%,33.3%,66.7%,0.0%,88.9%,55.6%,55.6%,0.0%,33.3%,77.8%,0.0%,44.4%,33.3%,44.4%,33.3%,44.4%,0.0%,88.9%,55.6%,0.0%,55.6%,55.6%,0.0%,0.0%,77.8%,0.0%,0.0%,0.0%,0.0%,77.8%,0.0%,77.8%,0.0%,44.4%,88.9%,0.0%,100.0%,77.8%,0.0%,55.6%,100.0%,0.0%,0.0%,22.2%,33.3%,100.0%,22.2%,100.0%,0.0%,0.0%,0.0%,11.1%,44.4%,44.4%,0.0%,0.0%,0.0%,0.0%,11.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Rheumatology,General,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,12.5%,37.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,12.5%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Rheumatology,Vital,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,12.5%,37.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,12.5%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Surgery,General,28,All,100.0%,90.0%,90.0%,92.5%,100.0%,90.0%,95.0%,78.6%,80.0%,90.0%,75.0%,85.0%,0.0%,71.4%,0.0%,65.0%,67.9%,75.0%,67.9%,67.9%,67.9%,46.4%,64.3%,0.0%,75.0%,67.9%,64.3%,0.0%,64.3%,71.4%,0.0%,64.3%,57.1%,67.9%,60.7%,57.1%,0.0%,67.9%,60.7%,0.0%,57.1%,80.0%,0.0%,0.0%,60.7%,60.7%,57.1%,60.0%,53.6%,64.3%,53.6%,42.9%,0.0%,60.7%,50.0%,0.0%,0.0%,45.0%,0.0%,53.6%,28.6%,35.7%,0.0%,46.4%,35.7%,21.4%,39.3%,28.6%,0.0%,0.0%,0.0%,28.6%,30.0%,30.0%,25.0%,17.9%,0.0%,0.0%,17.9%,28.6%,0.0%,14.3%,0.0%,0.0%,0.0%,7.1%
Surgery,Vital,13,All,100.0%,80.0%,100.0%,90.0%,100.0%,80.0%,80.0%,53.8%,20.0%,80.0%,46.2%,40.0%,0.0%,38.5%,0.0%,100.0%,30.8%,40.0%,38.5%,30.8%,30.8%,30.8%,38.5%,0.0%,100.0%,30.8%,23.1%,0.0%,23.1%,38.5%,0.0%,23.1%,7.7%,30.8%,23.1%,7.7%,0.0%,38.5%,23.1%,0.0%,15.4%,60.0%,0.0%,0.0%,38.5%,15.4%,7.7%,0.0%,0.0%,38.5%,0.0%,15.4%,0.0%,23.1%,61.5%,0.0%,0.0%,100.0%,0.0%,15.4%,53.8%,7.7%,0.0%,0.0%,0.0%,38.5%,15.4%,53.8%,0.0%,0.0%,0.0%,0.0%,40.0%,40.0%,0.0%,0.0%,0.0%,0.0%,7.7%,15.4%,0.0%,7.7%,0.0%,0.0%,0.0%,0.0%
Surgery,General,20,Easy,100.0%,90.0%,90.0%,92.5%,100.0%,90.0%,95.0%,95.0%,80.0%,90.0%,100.0%,85.0%,0.0%,100.0%,0.0%,65.0%,95.0%,75.0%,95.0%,95.0%,95.0%,60.0%,90.0%,0.0%,75.0%,95.0%,85.0%,0.0%,90.0%,90.0%,0.0%,90.0%,80.0%,85.0%,85.0%,80.0%,0.0%,90.0%,85.0%,0.0%,75.0%,80.0%,0.0%,0.0%,80.0%,75.0%,80.0%,60.0%,75.0%,90.0%,75.0%,55.0%,0.0%,85.0%,50.0%,0.0%,0.0%,45.0%,0.0%,75.0%,30.0%,45.0%,0.0%,65.0%,50.0%,30.0%,50.0%,25.0%,0.0%,0.0%,0.0%,40.0%,30.0%,30.0%,35.0%,25.0%,0.0%,0.0%,25.0%,35.0%,0.0%,15.0%,0.0%,0.0%,0.0%,10.0%
Surgery,Vital,5,Easy,100.0%,80.0%,100.0%,90.0%,100.0%,80.0%,80.0%,80.0%,20.0%,80.0%,100.0%,40.0%,0.0%,100.0%,0.0%,100.0%,80.0%,40.0%,100.0%,80.0%,80.0%,60.0%,100.0%,0.0%,100.0%,80.0%,40.0%,0.0%,60.0%,60.0%,0.0%,60.0%,20.0%,40.0%,60.0%,20.0%,0.0%,80.0%,60.0%,0.0%,20.0%,60.0%,0.0%,0.0%,80.0%,0.0%,20.0%,0.0%,0.0%,100.0%,0.0%,20.0%,0.0%,60.0%,80.0%,0.0%,0.0%,100.0%,0.0%,40.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,20.0%,80.0%,0.0%,0.0%,0.0%,0.0%,40.0%,40.0%,0.0%,0.0%,0.0%,0.0%,20.0%,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Surgery,General,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%
Surgery,Vital,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%
Urology,General,28,All,100.0%,100.0%,100.0%,97.5%,85.0%,90.0%,95.0%,96.4%,75.0%,95.0%,78.6%,95.0%,0.0%,67.9%,0.0%,85.0%,71.4%,85.0%,64.3%,71.4%,67.9%,71.4%,60.7%,0.0%,95.0%,64.3%,50.0%,0.0%,57.1%,64.3%,0.0%,60.7%,60.7%,64.3%,57.1%,57.1%,0.0%,67.9%,60.7%,0.0%,75.0%,85.0%,0.0%,0.0%,57.1%,60.7%,42.9%,65.0%,42.9%,67.9%,42.9%,53.6%,0.0%,50.0%,64.3%,0.0%,0.0%,45.0%,0.0%,50.0%,39.3%,46.4%,0.0%,35.7%,25.0%,35.7%,42.9%,28.6%,0.0%,0.0%,0.0%,7.1%,20.0%,20.0%,14.3%,35.7%,0.0%,0.0%,17.9%,17.9%,0.0%,10.7%,0.0%,0.0%,0.0%,3.6%
Urology,Vital,16,All,100.0%,100.0%,100.0%,93.8%,62.5%,87.5%,87.5%,93.8%,37.5%,87.5%,62.5%,87.5%,0.0%,43.8%,0.0%,100.0%,50.0%,87.5%,43.8%,50.0%,43.8%,50.0%,37.5%,0.0%,100.0%,37.5%,12.5%,0.0%,25.0%,37.5%,0.0%,31.2%,31.2%,37.5%,25.0%,25.0%,0.0%,50.0%,31.2%,0.0%,56.2%,75.0%,0.0%,0.0%,43.8%,31.2%,0.0%,12.5%,0.0%,43.8%,0.0%,56.2%,0.0%,25.0%,56.2%,0.0%,0.0%,87.5%,0.0%,12.5%,50.0%,18.8%,0.0%,0.0%,0.0%,50.0%,25.0%,50.0%,0.0%,0.0%,0.0%,6.2%,50.0%,50.0%,18.8%,12.5%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Urology,General,20,Easy,100.0%,100.0%,100.0%,97.5%,85.0%,90.0%,95.0%,100.0%,75.0%,95.0%,100.0%,95.0%,0.0%,95.0%,0.0%,85.0%,100.0%,85.0%,90.0%,100.0%,95.0%,90.0%,85.0%,0.0%,95.0%,90.0%,70.0%,0.0%,80.0%,80.0%,0.0%,85.0%,85.0%,80.0%,65.0%,80.0%,0.0%,95.0%,85.0%,0.0%,75.0%,85.0%,0.0%,0.0%,70.0%,65.0%,60.0%,65.0%,60.0%,95.0%,60.0%,60.0%,0.0%,70.0%,65.0%,0.0%,0.0%,45.0%,0.0%,70.0%,55.0%,50.0%,0.0%,50.0%,35.0%,50.0%,60.0%,25.0%,0.0%,0.0%,0.0%,10.0%,20.0%,20.0%,15.0%,50.0%,0.0%,0.0%,20.0%,15.0%,0.0%,15.0%,0.0%,0.0%,0.0%,5.0%
